"dest","origin","n_jointpath"
"OAK","SMF",543
"CHO","RIC",543
"MCI","JFK",543
"ASE","ORD",543
"MCO","PWM",542
"LAW","ATL",542
"SAV","GSP",542
"MDT","MSP",542
"CRW","LEX",541
"PWM","MCO",541
"CMH","FLL",541
"ORD","ASE",539
"LIT","MSP",537
"ATL","LAW",536
"PWM","BDL",536
"MRY","LGB",536
"RKS","DEN",536
"MSP","MDT",535
"DFW","GTR",534
"SFO","TVL",534
"GSP","BNA",533
"MLB","DCA",533
"LGB","MRY",533
"MSP","LIT",533
"AUS","OKC",532
"BDL","PWM",532
"COS","MCI",531
"TVC","CVG",531
"DEN","RKS",531
"CVG","TVC",530
"LGB","FAT",530
"FAT","LGB",529
"MSN","DCA",529
"DCA","MLB",529
"MCI","COS",529
"OKC","AUS",528
"SAT","OKC",527
"BWI","OKC",527
"SLC","BNA",527
"OKC","SAT",526
"IAD","SAT",526
"OKC","BWI",526
"BNA","SLC",526
"TPA","CHS",525
"RDU","STT",524
"DCA","MSN",524
"CHS","TPA",524
"IAH","GUC",523
"SAT","TUL",523
"JAN","GPT",523
"GUC","IAH",523
"GPT","JAN",522
"TUL","SAT",522
"ANC","HNL",520
"PIT","SLC",519
"SLC","PIT",519
"PDX","PSC",518
"MDW","EVV",517
"CVG","MOB",515
"EWR","DSM",515
"DSM","EWR",513
"SJC","CVG",513
"SLC","CLT",513
"SEA","YKM",513
"CLT","SLC",513
"CVG","SJC",512
"IAD","HOU",512
"HPN","HVN",512
"EVV","MDW",512
"DTW","RST",512
"MTJ","SLC",511
"YKM","SEA",511
"DSM","MCI",509
"SAT","IAD",509
"CHO","BWI",508
"DEN","PIA",508
"ORH","JFK",508
"MCI","DSM",508
"SJU","MSP",508
"ORD","BGR",508
"MSP","SJU",508
"TUS","MCI",507
"LYH","CHO",507
"HOU","IAD",507
"SLC","MTJ",506
"MCI","TUS",503
"JFK","ORH",503
"CHO","LGA",503
"ASE","PHX",501
"DCA","DSM",499
"PHL","ABE",497
"MOB","CVG",497
"ABE","PHL",497
"BDL","ISP",494
"ISP","BDL",494
"MHT","PHX",493
"PHX","MHT",493
"ROC","FLL",493
"FLL","ROC",493
"YUM","LAS",492
"OKC","ONT",490
"PSC","PDX",490
"ONT","OKC",489
"DSM","DCA",489
"TUL","ONT",486
"ONT","TUL",483
"ICT","LAX",483
"RDU","LAX",482
"LAX","RDU",481
"AUS","FLL",481
"LAX","ICT",481
"FLL","AUS",479
"CRW","ROA",479
"PHX","ASE",479
"MSY","JAN",475
"CPR","BIS",475
"ORF","MSP",472
"MIA","SJC",472
"BIS","CPR",471
"LAS","YUM",471
"SJC","MIA",471
"LGA","FNT",470
"YUM","SLC",469
"STL","SUX",467
"MSP","ORF",466
"JAN","PNS",466
"SLC","YUM",465
"MOB","ORD",465
"ORD","MOB",464
"PIE","LAS",464
"MKE","IAD",463
"PNS","JAN",463
"LAS","PIE",462
"SMF","OKC",462
"IAD","MKE",462
"AUS","TUL",460
"PHL","BGR",460
"BGR","PHL",458
"MSY","BTR",457
"CPR","MSP",457
"BOI","DFW",457
"CAE","SAV",457
"RST","DTW",457
"LGB","ATL",456
"JAN","MSY",456
"TUL","AUS",456
"ATL","LGB",455
"LNK","FSD",455
"MLB","MCO",453
"MSP","CPR",452
"SJU","CVG",452
"EWR","ROA",451
"PNS","RDU",451
"DFW","BOI",450
"CRW","HTS",450
"TUL","SMF",450
"OKC","SMF",449
"PIT","PDX",449
"CVG","SJU",448
"RDU","PNS",448
"STT","MCO",447
"SHV","ORD",446
"ORD","SHV",446
"PDX","PIT",446
"BTR","MSY",446
"SAV","CAE",444
"MSN","MCI",444
"MCO","STX",444
"MCI","MSN",442
"CVG","ONT",439
"ONT","CVG",437
"PBI","RSW",436
"SFO","EGE",434
"SMF","TUL",433
"EGE","SFO",432
"LIH","SEA",430
"FNT","LGA",430
"BDL","PVD",428
"PHL","AUS",427
"CAK","RSW",427
"AUS","PHL",427
"MKE","RSW",427
"LAS","GJT",426
"SEA","LIH",426
"RSW","MKE",424
"OMA","CLE",424
"HLN","DEN",424
"ANC","KSM",423
"BWI","OAK",423
"ATL","BUR",423
"OAK","BWI",422
"CLE","OMA",422
"RSW","CAK",422
"DAY","RSW",421
"PVD","BDL",420
"AKN","DLG",420
"PHL","MDT",420
"GJT","LAS",420
"ATL","DAL",420
"BUR","ATL",420
"DAL","ATL",419
"DSM","BNA",418
"SUX","FSD",415
"RDU","ILM",415
"BIL","MSO",415
"OKC","IAD",413
"HOU","DCA",413
"BOS","MYR",412
"RHI","MSP",412
"SDF","MCI",411
"PFN","DFW",411
"RSW","DAY",411
"MCI","SDF",411
"DCA","HOU",410
"PSP","SNA",410
"MSP","RHI",410
"DFW","PFN",408
"DEN","HLN",408
"GTR","AEX",407
"DCA","ORF",407
"MYR","BOS",406
"DAY","LEX",405
"AEX","GTR",405
"XNA","MIA",404
"SNA","PSP",403
"MIA","XNA",403
"KOA","OAK",402
"MDT","PHL",401
"SUX","OMA",401
"LNK","ICT",401
"ICT","LNK",401
"PHL","MYR",399
"OMA","SUX",399
"MYR","PHL",399
"STL","PSP",399
"MSO","BIL",399
"BUR","RNO",398
"EVV","SDF",397
"EGE","MIA",397
"CHO","ROA",397
"LEX","DAY",397
"OAK","KOA",397
"SEA","AUS",397
"PIT","BGR",397
"CLT","GRR",396
"BGR","PIT",395
"PIE","LAX",394
"LEX","MCO",394
"ICT","SLC",394
"AUS","SEA",394
"LAX","PIE",393
"SLC","ICT",392
"HNL","DTW",392
"DTW","HNL",392
"ADK","AKN",391
"ALB","MSP",391
"AKN","ADK",391
"MDW","MEM",388
"FLL","SYR",388
"MSP","ALB",388
"SAV","MIA",387
"RNO","BUR",386
"MEM","MDW",386
"SAT","CRP",385
"GRR","CLT",385
"IAD","ISP",385
"SYR","FLL",385
"CLE","FNT",384
"CRP","SAT",383
"MIA","MCI",383
"ACV","SLC",383
"PIT","SJC",382
"MIA","SAV",382
"SYR","ALB",382
"SJC","PIT",382
"MIA","EGE",381
"DCA","ABE",381
"TPA","MLB",380
"SPI","IAD",380
"SDF","GSO",378
"SLC","ACV",378
"CAK","FWA",377
"FAT","SCK",376
"MCI","MIA",374
"ABE","DCA",373
"HDN","EWR",373
"LMT","SFO",373
"GSO","SDF",371
"IAD","SPI",371
"ISP","IAD",371
"PFN","MCO",370
"ROR","YAP",369
"BUF","RSW",369
"RSW","BUF",369
"FCA","MSO",368
"MCO","PFN",368
"SFO","LMT",367
"LGB","SAN",367
"MEM","ORF",366
"ORF","FAY",365
"FWA","CAK",364
"EWR","HDN",364
"AUS","SNA",363
"ONT","HNL",363
"HNL","ONT",363
"CID","PIA",362
"EWR","HPN",362
"BIL","CVG",362
"FNT","DFW",360
"RDU","HPN",359
"ROC","BDL",359
"BDL","ROC",359
"BTV","BGR",359
"HPN","EWR",359
"HPN","RDU",358
"LWB","LGA",358
"MEI","LFT",358
"BWI","MLB",357
"FNT","CLE",357
"SNA","AUS",357
"MKE","MQT",357
"ACK","JFK",356
"DFW","FNT",356
"JAC","ATL",355
"CLT","AVP",355
"PIA","CID",355
"MLB","BWI",354
"LGA","LWB",354
"MIA","MKE",354
"ATL","JAC",354
"CVG","BIL",352
"MQT","MKE",352
"YAP","GUM",351
"MDT","MCO",351
"MCO","MDT",350
"PSP","STL",350
"LFT","MEI",350
"PDX","MCO",350
"MCO","PDX",350
"OTH","SFO",349
"STX","ATL",348
"AVP","CLT",348
"OGG","LAS",347
"LAS","OGG",346
"VPS","ORD",346
"BTV","MCO",345
"SFO","OTH",345
"MCO","BTV",345
"OMA","CID",344
"MIA","APF",342
"BFL","SMF",342
"SLC","RKS",342
"SMF","BFL",341
"RKS","SLC",341
"MKE","MIA",340
"ORD","VPS",340
"APF","MIA",339
"SBP","SJC",339
"BNA","SRQ",337
"XNA","CLE",337
"JFK","ACK",337
"YAP","ROR",334
"RNO","ONT",334
"CLE","XNA",333
"LAS","MRY",332
"UCA","JFK",332
"MCO","OKC",332
"GUM","YAP",332
"ONT","RNO",331
"ALB","MHT",331
"JAX","DEN",331
"DEN","JAX",330
"SJC","SBP",329
"DFW","IDA",329
"JFK","BGR",329
"OKC","MCO",329
"TUS","IAD",328
"BGR","JFK",328
"OKC","LIT",327
"IAD","TUS",327
"MRY","LAS",326
"ORF","MEM",325
"LIT","ICT",325
"FAI","SLC",323
"EGE","LGA",322
"SLC","FAI",321
"CID","OMA",320
"SCE","ATL",319
"CLE","SAV",319
"SAV","CLE",318
"IAD","BWI",318
"ICT","LIT",317
"HNL","ANC",316
"ATL","SCE",316
"LIT","OKC",314
"MYR","ORD",314
"SOP","ATL",311
"ORD","MYR",310
"PFN","CVG",310
"SNA","BUR",310
"PVD","HOU",309
"HOU","PVD",309
"DEN","SCK",308
"SDF","TYS",308
"MOT","DEN",308
"ATL","SOP",307
"XNA","DCA",306
"AUS","CRP",305
"CVG","PFN",305
"SGF","SLC",304
"CRP","AUS",303
"SUX","ORD",303
"IAD","MLB",302
"PHX","PMD",302
"BWI","DAB",302
"ROA","RDU",301
"IAD","SNA",301
"DAB","LGA",301
"DCA","XNA",300
"MLB","IAD",299
"ORD","GUC",299
"PMD","PHX",297
"SLC","SGF",297
"TYS","SDF",296
"DAB","BWI",296
"SEA","IND",295
"IND","SEA",293
"GCC","SLC",293
"LGA","EGE",292
"ORD","IDA",292
"GUC","ORD",292
"SLC","GCC",292
"SAT","PHL",290
"LAX","JAX",290
"PHL","SAT",289
"BHM","DCA",288
"ITH","BGM",288
"BGM","ITH",287
"FLL","MHT",286
"MHT","FLL",286
"JAX","LAX",286
"YKM","SFO",286
"YKM","PSC",284
"LNY","HNL",284
"DEN","KOA",283
"KOA","DEN",283
"SNA","IAD",282
"BWI","CHO",280
"PHL","ILM",279
"ILM","PHL",279
"HDN","ATL",279
"ATL","BPT",279
"ATL","HDN",278
"BPT","ATL",278
"ORD","MTJ",277
"MHT","ALB",277
"MTJ","ORD",277
"PSC","SFO",275
"EYW","FLL",275
"TUS","RNO",274
"MCO","TUL",274
"FLL","EYW",273
"MKK","LNY",273
"DCA","BHM",272
"RNO","TUS",272
"BWI","SWF",271
"OMA","TUS",270
"EGE","PHX",270
"TUS","OMA",270
"INL","MSP",269
"OGG","DEN",269
"FLL","RSW",268
"DEN","OGG",268
"IAD","SRQ",268
"MSP","INL",267
"SRQ","IAD",267
"MCO","EYW",266
"SYR","BGR",266
"SWF","BWI",266
"STX","RDU",265
"EYW","MCO",265
"PHX","EGE",265
"GEG","RNO",265
"OGG","MKK",265
"RST","DFW",263
"MKG","MKE",263
"GRB","DFW",263
"DFW","RST",262
"RNO","GEG",262
"DFW","GRB",261
"BGR","ALB",260
"MKE","MKG",259
"FLL","FNT",258
"SRQ","BOS",258
"OMA","FSD",258
"BOS","SRQ",257
"FNT","FLL",256
"SDF","MKE",255
"CVG","ANC",254
"ANC","CVG",254
"MKE","SDF",253
"TUL","MCO",252
"EWR","ANC",251
"BTR","EWR",251
"ANC","EWR",251
"LEX","MEM",251
"EWR","BTR",250
"MEM","LEX",249
"CAK","LAS",248
"LAS","CAK",248
"ANC","ANI",246
"DSM","IND",246
"ANI","BET",245
"TRI","LEX",245
"IND","DSM",244
"MCO","LEX",243
"AUS","LGB",243
"BDL","SLC",242
"SLC","MIA",242
"LGB","AUS",242
"IND","OMA",242
"MIA","SLC",241
"ITO","OAK",241
"SLC","BDL",241
"ICT","DTW",240
"OAK","ITO",240
"KSM","BET",240
"LEX","CRW",239
"FWA","MSP",239
"STX","JFK",238
"MIA","CHS",238
"CRW","CLE",238
"PIT","GSP",238
"OMA","IND",237
"AUS","OAK",236
"TRI","TYS",236
"TYS","TRI",236
"PHL","BGM",236
"OAK","AUS",236
"LAS","JAX",235
"STX","CLT",235
"CHS","MIA",235
"CLT","STX",235
"BGM","PHL",235
"CLE","CRW",235
"DTW","ICT",235
"JAX","LAS",234
"MSP","FWA",234
"ERI","CLE",233
"CLE","ERI",233
"SAT","IND",232
"BGR","BTV",232
"RSW","GSO",231
"ALO","STL",230
"MIA","MLB",230
"JAN","EWR",230
"EWR","JAN",230
"GSP","PIT",229
"IND","SAT",229
"MSO","ORD",229
"MLB","CVG",228
"BUR","SAN",228
"CVG","MLB",228
"STL","ALO",228
"GSO","RSW",228
"ORD","GPT",228
"GPT","ORD",227
"KOA","SLC",227
"TPA","PHF",227
"ORD","MSO",227
"SLC","KOA",227
"PNS","BHM",227
"OMA","LNK",226
"BIL","ORD",226
"PHF","TPA",226
"MCO","MLB",226
"DTW","BZN",224
"CLT","PDX",224
"BZN","DTW",224
"DSM","FSD",223
"ALO","RST",223
"PVD","ALB",223
"PDX","CLT",223
"ORD","BIL",223
"FSD","DSM",222
"ONT","LGB",222
"JAX","RSW",222
"IND","CAK",222
"MDT","AVP",222
"OGG","ANC",221
"AVP","MDT",220
"RST","ALO",219
"CAK","IND",218
"CMI","ATL",218
"ATL","CMI",218
"LAS","LNK",218
"SAN","BUR",218
"MIA","PSE",217
"IND","AUS",217
"AUS","IND",215
"PSE","MIA",215
"OMA","BNA",214
"BTV","PWM",212
"DCA","SRQ",211
"LGB","STL",211
"ALB","PVD",210
"TPA","RIC",209
"SDF","EVV",208
"SMF","CEC",208
"ANI","ANC",208
"TUS","CLT",208
"LNK","LAS",207
"CRW","DTW",207
"CLT","TUS",207
"BUR","BFL",206
"DTW","CRW",206
"LGA","TVC",206
"SMF","PHL",206
"GRR","LAS",206
"JAC","BIL",205
"LAS","GRR",205
"MTJ","LAX",205
"LAX","MTJ",205
"BIL","JAC",205
"SDF","CMH",204
"KSM","ANI",204
"DAB","CLE",204
"LGA","ABE",204
"PHL","SMF",203
"CLE","DAB",203
"EWR","MTJ",203
"BDL","CMH",203
"TUS","GEG",203
"BZN","GTF",202
"MTJ","EWR",202
"TVC","LGA",201
"GEG","TUS",201
"GSO","MYR",200
"RIC","TPA",200
"CMH","BDL",198
"PHX","MLI",197
"LGA","ICT",197
"UCA","EWR",197
"SNA","BFL",196
"BFL","SNA",196
"TVC","DFW",195
"BUR","SBA",195
"MYR","GSO",195
"DFW","TVC",195
"PHL","DAB",195
"ROA","EWR",194
"HPN","CLT",194
"CLT","HPN",194
"EWR","UCA",193
"ICT","LGA",193
"DFW","SWF",192
"MIA","SAN",191
"BJI","MSP",189
"ACV","RDD",188
"CEC","SMF",187
"MSP","BJI",187
"DAB","PHL",187
"SWF","DFW",187
"FLL","CAK",186
"CAK","FLL",185
"BFL","BUR",185
"HPN","TPA",184
"SAN","MIA",183
"TPA","HPN",183
"JAC","IAH",183
"SDF","BOS",182
"MEM","TUS",182
"GTF","BZN",182
"LAS","PBI",181
"IAH","JAC",181
"PBI","LAS",181
"BOS","SDF",179
"BWI","LYH",179
"CLT","EVV",179
"EVV","CLT",177
"DSM","LAX",176
"TUS","MEM",176
"MEM","JFK",175
"LAX","DSM",175
"PHX","FCA",174
"FCA","PHX",174
"DAY","PHX",174
"OGG","ATL",173
"PIE","SFO",173
"SUX","RAP",173
"ISP","MIA",173
"ATL","OGG",172
"DAB","JFK",172
"PHX","DAY",172
"RAP","SUX",172
"SBN","CLE",171
"SFO","PIE",171
"MCO","DAB",170
"SJC","SMF",170
"CLE","SBN",170
"MFE","LAX",170
"LAX","MFE",169
"SLC","BHM",169
"LGA","DAB",169
"JFK","MEM",168
"BHM","SLC",167
"SUX","DEN",167
"MIA","ISP",167
"LAS","MLI",167
"TTN","ATL",167
"MLI","LAS",167
"DEN","SUX",166
"LAS","MSN",166
"ATL","TTN",166
"MSN","LAS",164
"BZN","ATL",164
"DAY","BDL",163
"EGE","DTW",163
"BDL","DAY",163
"CID","PHX",163
"DTW","EGE",162
"BUR","IAD",162
"ATL","BZN",162
"DAB","MCO",162
"IAD","BUR",161
"LAN","GRR",159
"MDT","RDU",159
"SRQ","DCA",157
"RDU","MDT",156
"OKC","CLE",155
"OTH","PDX",154
"VIS","LAX",154
"LMT","PDX",154
"PDX","LMT",154
"DCA","IAD",154
"SJU","LGA",154
"PDX","OTH",153
"LAX","VIS",153
"PWM","MSP",153
"MGM","PFN",153
"MSP","PWM",152
"LGA","SJU",152
"PFN","MGM",152
"XNA","RDU",151
"CLE","CHS",151
"LGA","MLB",151
"CHS","CLE",150
"ANC","ADK",150
"SFO","ASE",150
"ADK","ANC",150
"CMH","PBI",150
"PBI","CMH",149
"ELM","AVP",149
"TUL","BNA",148
"SBA","ORD",148
"RDU","XNA",147
"DSM","LAS",147
"CID","LGA",147
"LAS","DSM",146
"LYH","BWI",146
"BTV","MSP",146
"MYR","ORF",145
"AVP","ELM",145
"MSP","BTV",145
"LGA","CID",145
"ASE","SFO",144
"MCO","ACY",144
"LGA","HSV",144
"FLL","PNS",143
"LAS","ROC",143
"BRW","ANC",143
"PNS","FLL",143
"ROC","LAS",143
"PWM","MHT",142
"ACY","MCO",141
"DEN","PBI",141
"PBI","DEN",141
"CLE","OKC",141
"BNA","TUL",141
"CDC","SGU",140
"FAR","LAS",140
"SJU","MAZ",140
"LAS","PUB",140
"CLE","DSM",139
"DSM","CLE",139
"LAS","FAR",139
"DAB","DFW",138
"GRR","MBS",138
"MEM","SNA",137
"HSV","LGA",137
"SLC","LGA",136
"LGA","SLC",136
"BUF","DEN",135
"DFW","DAB",135
"PIT","MBS",134
"CPR","ORD",133
"DEN","BUF",132
"CAE","DCA",132
"SBA","BOI",132
"MBS","PIT",131
"ORD","CPR",131
"SGU","CDC",131
"PBI","GSO",131
"GSO","PBI",130
"LGA","BTR",129
"HDN","PHX",129
"BTR","LGA",129
"EGE","CVG",129
"DCA","CAE",129
"ORD","FCA",129
"BOS","ACY",129
"EWR","SMF",128
"MBS","GRR",128
"SMF","EWR",128
"PHX","HDN",128
"FCA","ORD",128
"FLL","MKE",128
"SWF","PHL",128
"SUX","FAR",127
"MKE","FLL",126
"ATL","MTH",126
"ACY","BOS",126
"MTH","ATL",126
"MYR","CHS",126
"CVG","EGE",126
"BMI","LAS",126
"FAR","SUX",125
"LAS","BMI",125
"ITH","DTW",125
"PHL","SWF",125
"DFW","TOL",124
"TOL","DFW",124
"LGA","PIE",124
"PIE","LGA",124
"SRQ","FLL",123
"MCO","GPT",123
"GPT","MCO",123
"TUL","SGF",123
"MDT","ITH",122
"MCO","BUR",122
"CWA","ATW",122
"PWM","BTV",122
"BUR","MCO",122
"DTW","ITH",121
"BQN","ATL",121
"BTM","HLN",120
"FAY","ORF",120
"FLL","LEX",120
"TPA","LEX",119
"MYR","CLE",118
"LEX","IND",118
"HLN","BTM",118
"ITH","MDT",118
"LEX","TPA",118
"CLE","MYR",117
"LEX","FLL",117
"JAX","PBI",117
"PIT","TUS",116
"TUS","PIT",115
"IAD","DCA",114
"FSD","OMA",113
"MSP","PBI",113
"PBI","MSP",113
"SNA","MEM",111
"SGF","TUL",110
"BFL","ONT",108
"PHL","MLB",108
"FNT","MKG",108
"MLB","PHL",108
"MKE","SAN",107
"SBA","BUR",107
"PSP","SMF",107
"SMF","PSP",107
"SAN","MKE",106
"GRR","MSN",106
"ONT","BFL",106
"ICT","SEA",106
"SEA","ICT",105
"LWB","CLT",105
"MKG","FNT",105
"MSP","SRQ",105
"CLT","LWB",104
"SBA","SMF",104
"MCO","ICT",104
"SMF","SBA",103
"ICT","MCO",103
"DAY","LAS",102
"LAS","DAY",102
"HRL","DAL",102
"LAS","FSD",102
"SRQ","MSP",102
"DAL","HRL",102
"FSD","LAS",101
"MYR","DFW",101
"DFW","MYR",100
"ABE","LGA",100
"PSE","FLL",100
"ALB","SWF",100
"EAU","LSE",99
"FLL","PSE",99
"LBB","HOU",99
"HPN","ABE",98
"SBA","SAN",98
"ATL","TVC",97
"TVC","ATL",97
"BIS","FAR",96
"SAN","SBA",95
"ORF","ILM",95
"PSP","FAT",95
"LGA","STT",94
"STT","LGA",94
"MEM","PDX",94
"PDX","MEM",94
"FAT","PSP",93
"RDD","ACV",93
"PBI","TLH",93
"ADQ","BET",92
"SBA","PSP",92
"TLH","PBI",92
"CAE","BOS",92
"FSD","PHX",91
"SBN","AZO",91
"PBI","IND",90
"PHL","SNA",90
"FAR","BIS",90
"PHX","FSD",90
"ABE","RDU",90
"DRO","IAH",89
"SRQ","BNA",89
"SNA","PHL",89
"IAH","DRO",89
"MSP","MIB",88
"DEN","TVC",88
"BOS","CAE",88
"MYR","RIC",88
"MIB","MSP",88
"OAK","COS",88
"TVC","DEN",87
"COS","OAK",86
"MEM","FAT",85
"RIC","MYR",85
"EWR","ONT",85
"CAK","BNA",85
"RDU","LWB",84
"BNA","CAK",84
"MAZ","SJU",84
"RDU","ABE",84
"IND","PBI",83
"PVD","BOS",82
"MCO","LIT",82
"BTV","BDL",82
"BDL","ALB",81
"SWF","ALB",81
"JFK","MHT",81
"LWB","RDU",79
"MHT","JFK",79
"JAC","IDA",79
"ONT","EWR",79
"BTR","JAN",79
"SFO","HDN",78
"HOU","LBB",77
"HDN","SFO",76
"CLT","SMF",75
"BHM","MGM",75
"SMF","CLT",74
"LNK","MLI",73
"CHA","DTW",72
"DTW","CHA",71
"ALB","BDL",70
"RNO","HOU",70
"PDX","CLE",70
"EGE","CLT",70
"HOU","RNO",70
"SEA","RDM",70
"RDM","LAX",69
"CLT","EGE",67
"EGE","PHL",67
"PHL","EGE",66
"RDM","SEA",65
"MLI","SUX",65
"PSP","SBA",64
"JAC","LAX",63
"MDW","ICT",63
"ATW","CWA",63
"JAC","CVG",62
"ICT","MDW",62
"SYR","SJU",61
"ROA","LEX",61
"ORF","MYR",61
"LAX","JAC",60
"FLL","MCI",60
"CVG","JAC",60
"MCI","FLL",60
"RDM","DEN",59
"FLL","ALB",59
"DEN","RDM",59
"ORD","BUR",58
"MLI","DSM",58
"SJU","SYR",58
"BMI","DFW",58
"DSM","MLI",58
"BUR","ORD",58
"LAX","RDM",58
"PHF","PHL",58
"PHL","PHF",58
"DFW","BMI",58
"ALB","FLL",57
"PBI","MLB",56
"MTJ","ATL",56
"FAY","RIC",56
"BDL","BTV",55
"LIH","KOA",55
"RKS","GCC",54
"BFL","FAT",54
"JFK","HNL",54
"ATL","MTJ",54
"GRR","LAN",54
"BNA","ABQ",54
"KOA","LIH",53
"OMA","ICT",53
"HDN","CLE",53
"DCA","GSP",53
"HOU","SLC",53
"GCC","RKS",53
"HNL","JFK",53
"PSE","ATL",53
"CHS","MSP",52
"MSP","CHS",52
"MSP","MYR",52
"ICT","OMA",52
"IAD","STT",52
"SLC","HOU",52
"MYR","MSP",52
"CLE","HDN",51
"SAV","MSP",51
"GSP","DCA",51
"SAN","MCO",50
"SCK","DEN",50
"CLE","ABQ",50
"ABQ","CLE",50
"BDL","MEM",49
"MSP","SAV",49
"MCO","SAN",49
"MEM","BDL",48
"DFW","MLB",47
"MLB","DFW",47
"MCO","AVL",47
"LIH","DEN",46
"FCA","ATL",46
"RDR","MSP",46
"MLB","PBI",46
"AVL","MCO",46
"ATL","FCA",46
"MSP","RDR",46
"DEN","LIH",45
"SGF","FAT",45
"LEX","ROA",44
"RAP","FAT",44
"KOA","SEA",44
"SFO","BZN",44
"BOI","SBA",43
"BOI","SUN",43
"GPT","MOB",43
"BZN","SFO",43
"FAT","BOI",42
"HDN","SJC",42
"SJC","HDN",41
"TUS","FAT",41
"SUN","BOI",41
"FAT","TUS",40
"LNK","DSM",39
"EWR","JFK",39
"BUR","PSP",38
"EWR","LGA",37
"FAT","BFL",36
"ILM","ORF",36
"LGA","JFK",35
"PIE","SJU",34
"SJU","PIE",34
"LGA","SFO",33
"STT","DTW",33
"SFO","LGA",33
"LAS","FLG",32
"JFK","EWR",32
"CHA","TYS",32
"GSP","CAE",32
"LGA","EWR",32
"LIH","SAN",31
"PHF","RIC",31
"FLG","LAS",31
"SAN","LIH",31
"MRY","BFL",31
"TYS","CHA",30
"MFR","LMT",30
"RIC","PHF",30
"DAY","CRW",30
"CRW","CAK",29
"FOE","MCI",29
"LGA","LAX",29
"TWF","SUN",29
"CAE","GSP",29
"ORD","SBA",29
"BFL","MRY",29
"CAK","CRW",29
"LMT","MFR",29
"MCI","FOE",29
"LNK","FOE",28
"FOE","LNK",28
"LAS","LGA",28
"LAX","LGA",28
"BNA","EVV",28
"ILG","IAD",27
"ANC","JFK",27
"IAD","ILG",27
"GUC","SLC",26
"LGA","LAS",26
"ORD","DAB",26
"ANC","OGG",26
"SLC","GUC",26
"DAB","ORD",26
"CRW","DAY",26
"ADQ","DLG",26
"MYR","DAY",25
"DAY","MYR",25
"HPN","JFK",25
"EVV","BNA",24
"GTF","ORD",24
"GRR","MKG",24
"SAN","KOA",23
"MCO","OMA",23
"MCO","TRI",23
"TRI","MCO",23
"KOA","SAN",23
"OMA","MCO",23
"SNA","LIH",23
"ORD","GTF",23
"MKG","GRR",23
"LGA","HDN",22
"TWF","SFO",22
"LGA","ACY",22
"LIH","SNA",22
"HDN","LGA",22
"CLT","JAN",21
"LGB","SNA",21
"LGA","AGS",21
"MSP","BGR",21
"BGR","MSP",21
"JAN","CLT",21
"XNA","CLT",21
"MLB","LGA",21
"AGS","LGA",21
"LSE","MSN",20
"SAV","DCA",20
"JFK","LGA",20
"LGA","ACK",20
"CLT","XNA",20
"GJT","ORD",20
"DCA","SAV",20
"ACK","LGA",19
"DEN","PUB",19
"CLE","MTJ",18
"MTJ","CLE",18
"SMX","SFO",18
"IAD","EGE",17
"JFK","AVP",17
"EGE","IAD",17
"BGM","JFK",17
"JFK","BGM",17
"PHX","BIL",17
"BIL","PHX",17
"SWF","LGA",16
"GUC","EWR",16
"ASE","ATL",16
"AZO","SBN",16
"ORD","TWF",16
"DCA","LFT",16
"CVG","HDN",16
"EWR","GUC",16
"HDN","CVG",16
"MRY","SBA",15
"RNO","EWR",15
"EWR","RNO",15
"HDN","JFK",15
"TWF","ORD",15
"ATL","ASE",14
"CAE","JFK",14
"SHV","LIT",14
"EGE","JFK",14
"FSD","CID",14
"JFK","HDN",14
"SCK","SFO",14
"DTW","TUS",14
"KOA","ANC",14
"SUN","LAX",14
"TUS","DTW",14
"BZN","LAX",13
"SFO","BIL",13
"TWF","LAX",13
"BIL","SFO",13
"LAX","TWF",13
"LAX","BZN",13
"JFK","EGE",13
"AMA","TUS",13
"GJT","LAX",13
"IAD","ONT",13
"RNO","AUS",12
"ORD","AMA",12
"HPN","BTV",12
"FCA","SFO",12
"GRB","GRR",12
"RIC","RSW",12
"LGA","AVP",12
"LFT","DCA",12
"MSO","SFO",12
"LIT","MCO",12
"BTV","HPN",12
"AUS","RNO",12
"SFO","MSO",12
"JFK","MKE",12
"SAT","RNO",12
"RNO","SAT",12
"SFO","FCA",12
"RSW","RIC",11
"LIT","SHV",11
"TUL","CLE",10
"JFK","ABE",10
"PIH","CPR",10
"MKE","JFK",10
"GJT","TUL",10
"LAX","SUN",9
"BOS","PVD",9
"BOI","TWF",9
"ROA","CRW",9
"RDD","SMF",9
"GRR","SBN",9
"BOS","ONT",9
"SDF","HTS",8
"GJT","COS",8
"HOU","IND",8
"HTS","LEX",8
"BHM","CHA",8
"COS","TUL",8
"LAS","BIL",8
"TLH","GNV",8
"GJT","PSP",8
"LGA","VPS",8
"JAX","MDW",8
"TWF","FAT",8
"DCA","MYR",8
"BOS","MHT",8
"TWF","OAK",8
"VPS","LGA",8
"MYR","DCA",8
"COS","FAT",7
"BUR","MDW",7
"GJT","ABQ",7
"GJT","PSC",7
"MDW","JAX",7
"AGS","CLE",7
"BIL","LAS",7
"TWF","EKO",7
"COS","GJT",7
"CLE","AGS",7
"RSW","HOU",7
"HRL","CRP",7
"PSP","IPL",7
"MDW","BUR",7
"MRY","ACV",7
"HOU","RSW",7
"LWB","PIT",6
"SLC","OGD",6
"TYS","JFK",6
"EWR","JAC",6
"PIH","SGU",6
